Starting sweep: hl_4_bs_16_ac_sigmoid
Epoch 0, Val Loss: 2.3650
Epoch 1, Val Loss: 2.3649
Epoch 2, Val Loss: 2.3649
Epoch 3, Val Loss: 2.3649
Epoch 4, Val Loss: 2.3649
Epoch 5, Val Loss: 2.3649
Epoch 6, Val Loss: 2.3648
Epoch 7, Val Loss: 2.3648
Epoch 8, Val Loss: 2.3648
Epoch 9, Val Loss: 2.3648
Completed sweep: hl_4_bs_16_ac_sigmoid
