Starting sweep: hl_3_bs_64_ac_relu
Epoch 0, Val Loss: 2.3026
Epoch 1, Val Loss: 2.3026
Epoch 2, Val Loss: 2.3026
Epoch 3, Val Loss: 2.3026
Epoch 4, Val Loss: 2.3026
Epoch 5, Val Loss: 2.3026
Epoch 6, Val Loss: 2.3026
Epoch 7, Val Loss: 2.3026
Epoch 8, Val Loss: 2.3026
Epoch 9, Val Loss: 2.3026
Completed sweep: hl_3_bs_64_ac_relu
